accepted,accepted_images,mean_delta_boundary_f1,mean_delta_boundary_iou,mean_delta_dice,mean_delta_gap_region_fp_rate,mean_delta_iou,mean_delta_recall,precision_useful,risk,risk_rate,risk_threshold,useful,useful_threshold
7,7,-0.0003851881196671022,-0.0002683805513847936,-0.00023526914411383819,-0.0003327447495749615,-0.0003812376266137951,-0.0005239444976549791,0.14285714285714285,6,0.8571428571428571,0.4,1,0.5
9,9,-0.00013398866943714925,-5.7691922570276495e-05,-0.0001704983224728698,-0.0003964074715132203,-0.0002770823813977123,-0.00045412917376988184,0.2222222222222222,7,0.7777777777777778,0.45,2,0.5
9,9,-0.00013398866943714925,-5.7691922570276495e-05,-0.0001704983224728698,-0.0003964074715132203,-0.0002770823813977123,-0.00045412917376988184,0.2222222222222222,7,0.7777777777777778,0.5,2,0.5
12,12,-0.00017886830564460784,-0.00012160962523189688,-0.00016100751480750222,-0.0003700327213538024,-0.000267964797815536,-0.0004315286883927553,0.25,9,0.75,0.55,3,0.5
13,13,-0.00019642838678817263,-0.0001340513416621082,-0.00021646062190574863,-0.00034156866586504837,-0.000363431953703654,-0.0005215825730114749,0.23076923076923078,10,0.7692307692307693,0.6,3,0.5
13,13,-0.00019642838678817263,-0.0001340513416621082,-0.00021646062190574863,-0.00034156866586504837,-0.000363431953703654,-0.0005215825730114749,0.23076923076923078,10,0.7692307692307693,0.65,3,0.5
14,14,-0.0001859215960291661,-0.0001266826578095697,-0.0002126613823314075,-0.0003171709040175449,-0.0003568878810781114,-0.0005049956086615737,0.21428571428571427,11,0.7857142857142857,0.7,3,0.5
14,14,-0.00019388347367067397,-0.0001318988667606031,-0.00024476010895364234,-0.00028745027790302066,-0.0004057613537253947,-0.0005530513105595967,0.21428571428571427,11,0.7857142857142857,0.75,3,0.5
14,14,-0.00019388347367067397,-0.0001318988667606031,-0.00024476010895364234,-0.00028745027790302066,-0.0004057613537253947,-0.0005530513105595967,0.21428571428571427,11,0.7857142857142857,0.8,3,0.5
0,0,,,,,,,0.0,0,0.0,0.1,0,0.55
0,0,,,,,,,0.0,0,0.0,0.15,0,0.55
1,1,-9.226616448343439e-05,-6.842936364306884e-05,-0.00013948885963221969,-0.0006110745510952351,-0.00023130651305502958,-0.00048417218084984004,0.0,1,1.0,0.2,0,0.55
3,3,0.0005132058747057133,0.0004121656899928883,-8.6917472891986e-05,-0.000710387137733875,-0.00015170885624745298,-0.00040807046902576377,0.3333333333333333,2,0.6666666666666666,0.25,1,0.55
3,3,0.0003401575881627113,0.00028387189092804466,-0.00021607826402469943,-0.00050669562070213,-0.0003657861861922074,-0.0005464053778400091,0.3333333333333333,2,0.6666666666666666,0.3,1,0.55
6,6,-0.00021218669240252266,-0.00015757326591182147,-0.00023386337410212046,-0.0003188540802368985,-0.00038289598614789827,-0.0005074445332869382,0.16666666666666666,5,0.8333333333333334,0.35,1,0.55
6,6,-0.00021218669240252266,-0.00015757326591182147,-0.00023386337410212046,-0.0003188540802368985,-0.00038289598614789827,-0.0005074445332869382,0.16666666666666666,5,0.8333333333333334,0.4,1,0.55
7,7,-0.00029521294493769265,-0.00022992690626188035,-0.00023151840265947917,-0.000273303497345913,-0.00038351394304309797,-0.0004948883257236732,0.14285714285714285,6,0.8571428571428571,0.45,1,0.55
7,7,-0.00029521294493769265,-0.00022992690626188035,-0.00023151840265947917,-0.000273303497345913,-0.00038351394304309797,-0.0004948883257236732,0.14285714285714285,6,0.8571428571428571,0.5,1,0.55
9,9,-0.0003237937866335743,-0.000274195879325813,-0.00019386094196656897,-0.0003095388771164485,-0.000325294012894026,-0.0004498124183942699,0.2222222222222222,7,0.7777777777777778,0.55,2,0.55
